application_id,application_date,job_id,job_title,location,salary_min,salary_max,avg_salary,company_name,industry,seeker_id,experience_years,current_location,status
1011,2026-04-02,10,SQL Developer,Mumbai,579352,983944,781648,Amazon,Consulting,180,1,Hyderabad,Applied
1012,2026-04-02,191,Business Analyst,Mumbai,717234,1235618,976426,Capgemini,Consulting,152,5,Mumbai,Rejected
1013,2026-04-02,139,Data Analyst,Mumbai,590555,990852,790703,Deloitte,Analytics,67,7,Pune,Rejected
1014,2026-04-02,195,Data Scientist,Delhi,599008,1326912,962960,Infosys,Analytics,115,2,Mumbai,Applied
1015,2026-04-02,168,SQL Developer,Pune,694811,1208931,951871,Cognizant,Consulting,153,4,Hyderabad,Applied
1016,2026-04-02,118,SQL Developer,Delhi,694193,945763,819978,Capgemini,Consulting,17,2,Mumbai,Interview
1017,2026-04-02,105,Business Analyst,Pune,542335,1323584,932959,Deloitte,IT,106,3,Bangalore,Hired
1018,2026-04-02,43,BI Analyst,Pune,593292,1483638,1038465,Deloitte,Analytics,92,4,Pune,Rejected
1019,2026-04-02,280,BI Analyst,Delhi,457879,1188801,823340,Capgemini,Consulting,48,8,Bangalore,Interview
1020,2026-04-02,260,BI Analyst,Hyderabad,566229,1313316,939772,TCS,Finance,53,1,Mumbai,Hired
1021,2026-04-02,206,BI Analyst,Pune,671584,1102441,887012,Amazon,Consulting,192,1,Hyderabad,Rejected
1022,2026-04-02,232,Data Scientist,Bangalore,757980,1298583,1028281,Cognizant,Analytics,87,3,Bangalore,Hired
1023,2026-04-02,227,Data Analyst,Bangalore,782929,965662,874295,Amazon,Consulting,160,4,Hyderabad,Interview
1024,2026-04-02,284,SQL Developer,Hyderabad,748371,1162406,955388,Amazon,Finance,110,4,Delhi,Shortlisted
1025,2026-04-02,119,Data Analyst,Bangalore,598473,1422851,1010662,Microsoft,Consulting,95,7,Mumbai,Shortlisted
1026,2026-04-02,182,Data Analyst,Delhi,746619,1393572,1070095,Amazon,Finance,60,5,Mumbai,Applied
1027,2026-04-02,234,BI Analyst,Bangalore,738811,1347787,1043299,Deloitte,Consulting,52,3,Delhi,Hired
1028,2026-04-02,14,Business Analyst,Delhi,519939,958940,739439,Microsoft,Analytics,110,4,Delhi,Applied
1029,2026-04-02,21,BI Analyst,Bangalore,512366,1413170,962768,Wipro,Ecommerce,146,8,Mumbai,Rejected
1030,2026-04-02,53,Business Analyst,Bangalore,592460,1353517,972988,Amazon,Consulting,90,3,Pune,Applied
1031,2026-04-02,284,SQL Developer,Hyderabad,748371,1162406,955388,Amazon,Finance,137,1,Delhi,Rejected
1032,2026-04-02,29,Data Analyst,Pune,432579,1424995,928787,Amazon,Consulting,196,5,Delhi,Rejected
1033,2026-04-02,110,Data Scientist,Delhi,434093,1110748,772420,TCS,Finance,118,2,Pune,Interview
1034,2026-04-02,132,Data Analyst,Hyderabad,727845,1541403,1134624,Cognizant,Finance,190,4,Pune,Interview
1035,2026-04-02,30,Data Scientist,Mumbai,574433,930713,752573,Cognizant,Finance,2,1,Pune,Applied
1036,2026-04-02,98,Data Scientist,Hyderabad,703267,1034219,868743,Google,Ecommerce,103,5,Mumbai,Shortlisted
1037,2026-04-02,64,Business Analyst,Hyderabad,431527,1057598,744562,Cognizant,Finance,119,6,Bangalore,Rejected
1038,2026-04-02,81,Data Analyst,Hyderabad,616834,1410691,1013762,Microsoft,Analytics,115,2,Mumbai,Applied
1039,2026-04-02,181,Data Scientist,Pune,651667,1284279,967973,Accenture,Consulting,140,3,Pune,Applied
1040,2026-04-02,58,SQL Developer,Hyderabad,544418,985272,764845,Amazon,Finance,145,4,Bangalore,Applied
1041,2026-04-02,278,Data Analyst,Bangalore,471157,985233,728195,Amazon,Consulting,181,4,Mumbai,Interview
1042,2026-04-02,163,SQL Developer,Hyderabad,741986,1339995,1040990,Deloitte,Analytics,120,8,Delhi,Shortlisted
1043,2026-04-02,238,SQL Developer,Pune,710081,1463324,1086702,Cognizant,Finance,95,7,Mumbai,Applied
1044,2026-04-02,54,Data Analyst,Delhi,528273,1462333,995303,Cognizant,IT,94,1,Delhi,Shortlisted
1045,2026-04-02,186,Data Analyst,Bangalore,731311,1495227,1113269,Infosys,Ecommerce,168,7,Bangalore,Shortlisted
1046,2026-04-02,239,Business Analyst,Delhi,731891,1206759,969325,Cognizant,Analytics,150,7,Delhi,Shortlisted
1047,2026-04-02,31,Business Analyst,Pune,499604,1295419,897511,Cognizant,Finance,136,7,Bangalore,Applied
1048,2026-04-02,169,Business Analyst,Pune,501577,970692,736134,Cognizant,IT,46,7,Bangalore,Shortlisted
1049,2026-04-02,260,BI Analyst,Hyderabad,566229,1313316,939772,TCS,Finance,7,7,Mumbai,Shortlisted
1050,2026-04-02,3,BI Analyst,Delhi,501993,1083999,792996,Amazon,Consulting,199,5,Mumbai,Rejected
1051,2026-04-02,180,Data Analyst,Pune,539783,1104882,822332,Cognizant,Finance,76,3,Hyderabad,Shortlisted
1052,2026-04-02,92,SQL Developer,Hyderabad,770984,1196954,983969,Wipro,Ecommerce,70,3,Bangalore,Interview
1053,2026-04-02,145,Data Analyst,Bangalore,719791,980953,850372,Google,Analytics,69,6,Pune,Hired
1054,2026-04-02,111,SQL Developer,Hyderabad,652125,1470264,1061194,Capgemini,IT,18,3,Bangalore,Applied
1055,2026-04-02,280,BI Analyst,Delhi,457879,1188801,823340,Capgemini,Consulting,83,7,Delhi,Shortlisted
1056,2026-04-02,154,SQL Developer,Bangalore,725607,940473,833040,Amazon,IT,82,3,Bangalore,Shortlisted
1057,2026-04-02,147,Business Analyst,Mumbai,442631,1233717,838174,Amazon,Finance,75,7,Hyderabad,Interview
1058,2026-04-02,245,Business Analyst,Mumbai,550988,908123,729555,Cognizant,Analytics,45,7,Pune,Rejected
1059,2026-04-02,27,Business Analyst,Delhi,638153,1255354,946753,Deloitte,Consulting,56,6,Bangalore,Shortlisted
1060,2026-04-02,40,Business Analyst,Pune,510274,1017333,763803,Accenture,Consulting,132,2,Hyderabad,Rejected
1061,2026-04-02,152,Data Analyst,Mumbai,671616,1318263,994939,Cognizant,Analytics,178,5,Bangalore,Applied
1062,2026-04-02,71,Data Analyst,Bangalore,771360,1346160,1058760,Cognizant,Finance,113,3,Bangalore,Interview
1063,2026-04-02,295,Business Analyst,Pune,672175,1417046,1044610,Amazon,Consulting,185,8,Hyderabad,Shortlisted
1064,2026-04-02,60,Data Analyst,Mumbai,694794,1072947,883870,Deloitte,Consulting,130,7,Pune,Shortlisted
1065,2026-04-02,192,BI Analyst,Mumbai,700404,1351325,1025864,Amazon,Finance,159,3,Pune,Hired
1066,2026-04-02,220,SQL Developer,Delhi,450631,918063,684347,Wipro,Analytics,110,4,Delhi,Shortlisted
1067,2026-04-02,68,Business Analyst,Hyderabad,565325,985185,775255,Cognizant,Analytics,173,5,Bangalore,Interview
1068,2026-04-02,167,Data Analyst,Mumbai,454236,961762,707999,Cognizant,Consulting,81,2,Hyderabad,Hired
1069,2026-04-02,249,BI Analyst,Pune,494397,1388327,941362,Accenture,Analytics,16,6,Pune,Shortlisted
1070,2026-04-02,35,SQL Developer,Bangalore,626784,1182547,904665,Capgemini,Consulting,34,0,Pune,Hired
1071,2026-04-02,248,SQL Developer,Delhi,650416,1396489,1023452,Cognizant,Ecommerce,175,8,Delhi,Hired
1072,2026-04-02,161,Business Analyst,Bangalore,481301,1065260,773280,Cognizant,Finance,115,2,Mumbai,Applied
1073,2026-04-02,283,Business Analyst,Delhi,749895,1050191,900043,Infosys,Consulting,86,4,Hyderabad,Applied
1074,2026-04-02,119,Data Analyst,Bangalore,598473,1422851,1010662,Microsoft,Consulting,22,3,Delhi,Shortlisted
1075,2026-04-02,298,Data Scientist,Hyderabad,530931,1422867,976899,Cognizant,Consulting,73,2,Bangalore,Applied
1076,2026-04-02,295,Business Analyst,Pune,672175,1417046,1044610,Amazon,Consulting,11,6,Hyderabad,Rejected
1077,2026-04-02,233,BI Analyst,Mumbai,687169,1125541,906355,Cognizant,Analytics,12,6,Pune,Applied
1078,2026-04-02,208,SQL Developer,Pune,617661,1136459,877060,Amazon,Finance,163,0,Delhi,Applied
1079,2026-04-02,83,Data Analyst,Pune,518528,1508438,1013483,Amazon,IT,192,1,Hyderabad,Shortlisted
1080,2026-04-02,83,Data Analyst,Pune,518528,1508438,1013483,Amazon,IT,31,8,Pune,Shortlisted
1081,2026-04-02,40,Business Analyst,Pune,510274,1017333,763803,Accenture,Consulting,174,1,Pune,Shortlisted
1082,2026-04-02,212,BI Analyst,Pune,760054,1314410,1037232,Capgemini,Consulting,194,1,Hyderabad,Interview
1083,2026-04-02,66,BI Analyst,Mumbai,643624,1257470,950547,Google,IT,87,3,Bangalore,Rejected
1084,2026-04-02,237,Data Analyst,Delhi,430228,1093051,761639,Google,IT,56,6,Bangalore,Rejected
1085,2026-04-02,259,Data Scientist,Mumbai,627474,1488672,1058073,Infosys,Analytics,111,1,Delhi,Rejected
1086,2026-04-02,7,Data Analyst,Pune,661694,1403183,1032438,Amazon,IT,66,8,Hyderabad,Hired
1087,2026-04-02,221,Data Scientist,Delhi,596876,1266422,931649,Cognizant,Ecommerce,81,2,Hyderabad,Hired
1088,2026-04-02,130,Data Analyst,Mumbai,529342,1315676,922509,Microsoft,Analytics,4,5,Pune,Shortlisted
1089,2026-04-02,27,Business Analyst,Delhi,638153,1255354,946753,Deloitte,Consulting,98,4,Hyderabad,Rejected
1090,2026-04-02,300,Business Analyst,Mumbai,533872,1367052,950462,Cognizant,Ecommerce,78,4,Pune,Interview
1091,2026-04-02,59,BI Analyst,Hyderabad,428263,1307712,867987,Google,Analytics,98,4,Hyderabad,Rejected
1092,2026-04-02,36,Data Analyst,Bangalore,457765,1410483,934124,Accenture,Consulting,47,2,Pune,Rejected
1093,2026-04-02,134,Business Analyst,Pune,758166,1464420,1111293,Infosys,Consulting,110,4,Delhi,Shortlisted
1094,2026-04-02,115,Business Analyst,Mumbai,767044,1062633,914838,Capgemini,Consulting,178,5,Bangalore,Applied
1095,2026-04-02,220,SQL Developer,Delhi,450631,918063,684347,Wipro,Analytics,48,8,Bangalore,Applied
1096,2026-04-02,113,Data Scientist,Hyderabad,620432,1478190,1049311,Deloitte,Analytics,124,7,Bangalore,Shortlisted
1097,2026-04-02,39,Data Analyst,Bangalore,695002,1023807,859404,Infosys,Consulting,104,3,Delhi,Shortlisted
1098,2026-04-02,73,SQL Developer,Pune,719231,1276180,997705,Deloitte,Analytics,128,7,Mumbai,Rejected
1099,2026-04-02,202,SQL Developer,Mumbai,736405,1190016,963210,Accenture,Finance,41,5,Delhi,Shortlisted
1100,2026-04-02,291,Data Scientist,Mumbai,794374,1258147,1026260,Capgemini,IT,109,5,Mumbai,Rejected
1101,2026-04-02,83,Data Analyst,Pune,518528,1508438,1013483,Amazon,IT,52,3,Delhi,Hired
1102,2026-04-02,199,Data Scientist,Pune,450891,1192563,821727,Deloitte,Analytics,139,1,Hyderabad,Rejected
1103,2026-04-02,176,BI Analyst,Delhi,674866,1068426,871646,Amazon,IT,62,8,Hyderabad,Interview
1104,2026-04-02,102,Data Scientist,Delhi,593365,1452433,1022899,Capgemini,IT,12,6,Pune,Applied
1105,2026-04-02,299,Data Scientist,Delhi,777910,1197135,987522,Google,Analytics,75,7,Hyderabad,Applied
1106,2026-04-02,239,Business Analyst,Delhi,731891,1206759,969325,Cognizant,Analytics,64,7,Hyderabad,Rejected
1107,2026-04-02,233,BI Analyst,Mumbai,687169,1125541,906355,Cognizant,Analytics,143,3,Mumbai,Shortlisted
1108,2026-04-02,26,BI Analyst,Pune,694484,1428504,1061494,Deloitte,Ecommerce,24,0,Bangalore,Shortlisted
1109,2026-04-02,231,Data Analyst,Mumbai,523469,990122,756795,Amazon,Consulting,80,7,Pune,Interview
1110,2026-04-02,77,SQL Developer,Bangalore,650466,906187,778326,Cognizant,Analytics,11,6,Hyderabad,Applied
1111,2026-04-02,138,BI Analyst,Hyderabad,617034,1373545,995289,Cognizant,Consulting,52,3,Delhi,Interview
1112,2026-04-02,234,BI Analyst,Bangalore,738811,1347787,1043299,Deloitte,Consulting,4,5,Pune,Shortlisted
1113,2026-04-02,275,Data Scientist,Mumbai,700667,1395937,1048302,Wipro,Ecommerce,142,0,Pune,Rejected
1114,2026-04-02,61,Data Analyst,Hyderabad,429579,1139614,784596,Cognizant,Consulting,159,3,Pune,Rejected
1115,2026-04-02,103,Business Analyst,Bangalore,760093,926050,843071,Capgemini,Consulting,2,1,Pune,Rejected
1116,2026-04-02,171,Data Scientist,Mumbai,456904,1032245,744574,Accenture,Consulting,179,5,Delhi,Interview
1117,2026-04-02,2,BI Analyst,Pune,768295,910241,839268,Cognizant,Analytics,59,0,Bangalore,Applied
1118,2026-04-02,212,BI Analyst,Pune,760054,1314410,1037232,Capgemini,Consulting,99,7,Mumbai,Rejected
1119,2026-04-02,146,Data Scientist,Mumbai,464228,1015030,739629,Google,Analytics,198,4,Pune,Applied
1120,2026-04-02,224,BI Analyst,Pune,556168,961216,758692,Microsoft,Analytics,52,3,Delhi,Interview
1121,2026-04-02,40,Business Analyst,Pune,510274,1017333,763803,Accenture,Consulting,150,7,Delhi,Interview
1122,2026-04-02,239,Business Analyst,Delhi,731891,1206759,969325,Cognizant,Analytics,132,2,Hyderabad,Shortlisted
1123,2026-04-02,33,Data Scientist,Hyderabad,504854,1077324,791089,Cognizant,IT,147,1,Bangalore,Rejected
1124,2026-04-02,129,Data Analyst,Pune,675604,1292254,983929,Microsoft,Analytics,46,7,Bangalore,Hired
1125,2026-04-02,143,SQL Developer,Mumbai,445219,1094906,770062,Deloitte,Analytics,53,1,Mumbai,Hired
1126,2026-04-02,277,BI Analyst,Hyderabad,749670,1316163,1032916,Google,IT,190,4,Pune,Shortlisted
1127,2026-04-02,231,Data Analyst,Mumbai,523469,990122,756795,Amazon,Consulting,46,7,Bangalore,Rejected
1128,2026-04-02,292,Data Analyst,Hyderabad,538399,1104160,821279,Google,IT,65,1,Delhi,Shortlisted
1129,2026-04-02,288,Business Analyst,Hyderabad,407848,1222492,815170,Accenture,Analytics,159,3,Pune,Rejected
1130,2026-04-02,36,Data Analyst,Bangalore,457765,1410483,934124,Accenture,Consulting,156,7,Hyderabad,Shortlisted
1131,2026-04-02,27,Business Analyst,Delhi,638153,1255354,946753,Deloitte,Consulting,107,3,Delhi,Applied
1132,2026-04-02,70,Data Scientist,Mumbai,756268,1068438,912353,Accenture,Finance,100,2,Bangalore,Rejected
1133,2026-04-02,212,BI Analyst,Pune,760054,1314410,1037232,Capgemini,Consulting,189,5,Pune,Shortlisted
1134,2026-04-02,25,BI Analyst,Mumbai,772682,1322940,1047811,Deloitte,Ecommerce,153,4,Hyderabad,Interview
1135,2026-04-02,54,Data Analyst,Delhi,528273,1462333,995303,Cognizant,IT,158,8,Hyderabad,Hired
1136,2026-04-02,54,Data Analyst,Delhi,528273,1462333,995303,Cognizant,IT,98,4,Hyderabad,Interview
1137,2026-04-02,75,Business Analyst,Pune,672388,1053861,863124,Microsoft,Analytics,193,7,Mumbai,Applied
1138,2026-04-02,253,BI Analyst,Mumbai,713140,956912,835026,Amazon,Consulting,177,1,Hyderabad,Applied
1139,2026-04-02,253,BI Analyst,Mumbai,713140,956912,835026,Amazon,Consulting,5,5,Bangalore,Shortlisted
1140,2026-04-02,67,Data Scientist,Mumbai,674620,1224631,949625,Microsoft,Consulting,40,7,Delhi,Interview
1141,2026-04-02,20,SQL Developer,Delhi,408006,1326407,867206,Microsoft,Analytics,90,3,Pune,Hired
1142,2026-04-02,94,SQL Developer,Pune,561377,1025145,793261,Microsoft,Consulting,107,3,Delhi,Hired
1143,2026-04-02,287,Business Analyst,Delhi,560709,1072158,816433,Amazon,Consulting,121,5,Delhi,Interview
1144,2026-04-02,110,Data Scientist,Delhi,434093,1110748,772420,TCS,Finance,145,4,Bangalore,Hired
1145,2026-04-02,191,Business Analyst,Mumbai,717234,1235618,976426,Capgemini,Consulting,86,4,Hyderabad,Applied
1146,2026-04-02,74,Business Analyst,Pune,451252,900816,676034,Microsoft,Consulting,20,2,Mumbai,Interview
1147,2026-04-02,101,SQL Developer,Bangalore,571315,1278557,924936,Deloitte,Consulting,194,1,Hyderabad,Hired
1148,2026-04-02,71,Data Analyst,Bangalore,771360,1346160,1058760,Cognizant,Finance,106,3,Bangalore,Applied
1149,2026-04-02,158,Data Analyst,Bangalore,458883,1399236,929059,Cognizant,Ecommerce,28,1,Pune,Applied
1150,2026-04-02,162,Business Analyst,Mumbai,563877,1477164,1020520,Deloitte,Consulting,128,7,Mumbai,Applied
1151,2026-04-02,21,BI Analyst,Bangalore,512366,1413170,962768,Wipro,Ecommerce,146,8,Mumbai,Interview
1152,2026-04-02,192,BI Analyst,Mumbai,700404,1351325,1025864,Amazon,Finance,194,1,Hyderabad,Rejected
1153,2026-04-02,91,SQL Developer,Mumbai,523968,1046928,785448,Amazon,IT,30,2,Mumbai,Shortlisted
1154,2026-04-02,247,SQL Developer,Mumbai,571307,1401542,986424,Cognizant,Analytics,24,0,Bangalore,Interview
1155,2026-04-02,56,SQL Developer,Mumbai,600824,934258,767541,Google,IT,108,6,Pune,Shortlisted
1156,2026-04-02,98,Data Scientist,Hyderabad,703267,1034219,868743,Google,Ecommerce,71,3,Pune,Shortlisted
1157,2026-04-02,51,BI Analyst,Mumbai,739029,900050,819539,Accenture,Consulting,200,7,Bangalore,Hired
1158,2026-04-02,73,SQL Developer,Pune,719231,1276180,997705,Deloitte,Analytics,136,7,Bangalore,Applied
1159,2026-04-02,247,SQL Developer,Mumbai,571307,1401542,986424,Cognizant,Analytics,197,0,Hyderabad,Interview
1160,2026-04-02,141,BI Analyst,Bangalore,411567,1438489,925028,Capgemini,Consulting,153,4,Hyderabad,Hired
1161,2026-04-02,108,BI Analyst,Delhi,633928,1277774,955851,Google,Analytics,159,3,Pune,Interview
1162,2026-04-02,110,Data Scientist,Delhi,434093,1110748,772420,TCS,Finance,47,2,Pune,Hired
1163,2026-04-02,264,SQL Developer,Bangalore,751429,1453092,1102260,Amazon,IT,126,3,Delhi,Rejected
1164,2026-04-02,297,BI Analyst,Delhi,499640,1493951,996795,Deloitte,Ecommerce,189,5,Pune,Shortlisted
1165,2026-04-02,292,Data Analyst,Hyderabad,538399,1104160,821279,Google,IT,151,3,Hyderabad,Hired
1166,2026-04-02,138,BI Analyst,Hyderabad,617034,1373545,995289,Cognizant,Consulting,30,2,Mumbai,Shortlisted
1167,2026-04-02,131,Data Scientist,Delhi,580710,1235800,908255,Wipro,Analytics,15,1,Mumbai,Interview
1168,2026-04-02,81,Data Analyst,Hyderabad,616834,1410691,1013762,Microsoft,Analytics,3,7,Bangalore,Applied
1169,2026-04-02,239,Business Analyst,Delhi,731891,1206759,969325,Cognizant,Analytics,137,1,Delhi,Interview
1170,2026-04-02,144,SQL Developer,Hyderabad,487553,1120369,803961,Amazon,Finance,191,3,Pune,Interview
1171,2026-04-02,47,SQL Developer,Pune,565994,1334515,950254,Deloitte,Consulting,16,6,Pune,Interview
1172,2026-04-02,138,BI Analyst,Hyderabad,617034,1373545,995289,Cognizant,Consulting,170,5,Pune,Shortlisted
1173,2026-04-02,149,Data Scientist,Bangalore,787569,1236229,1011899,Microsoft,Analytics,80,7,Pune,Interview
1174,2026-04-02,170,SQL Developer,Pune,715977,1134134,925055,Amazon,Consulting,84,6,Hyderabad,Interview
1175,2026-04-02,241,BI Analyst,Mumbai,572655,1229597,901126,Accenture,Analytics,64,7,Hyderabad,Interview
1176,2026-04-02,251,Data Analyst,Delhi,489142,1390432,939787,Deloitte,Analytics,112,3,Bangalore,Hired
1177,2026-04-02,185,Data Scientist,Pune,561956,1434059,998007,Infosys,Ecommerce,162,5,Mumbai,Rejected
1178,2026-04-02,206,BI Analyst,Pune,671584,1102441,887012,Amazon,Consulting,178,5,Bangalore,Applied
1179,2026-04-02,256,Data Analyst,Hyderabad,401063,1277457,839260,Deloitte,Consulting,110,4,Delhi,Hired
1180,2026-04-02,173,Data Scientist,Hyderabad,683325,937330,810327,Accenture,Finance,108,6,Pune,Rejected
1181,2026-04-02,135,Business Analyst,Delhi,730233,941038,835635,Accenture,Consulting,140,3,Pune,Applied
1182,2026-04-02,121,BI Analyst,Mumbai,414579,999583,707081,Google,IT,117,1,Bangalore,Hired
1183,2026-04-02,294,Business Analyst,Delhi,444370,1155528,799949,Google,Ecommerce,168,7,Bangalore,Rejected
1184,2026-04-02,24,Data Scientist,Hyderabad,593850,1086836,840343,Deloitte,Analytics,77,7,Bangalore,Interview
1185,2026-04-02,225,BI Analyst,Delhi,610104,1294512,952308,Cognizant,Analytics,98,4,Hyderabad,Shortlisted
1186,2026-04-02,46,Business Analyst,Bangalore,560943,1242358,901650,Infosys,Analytics,22,3,Delhi,Interview
1187,2026-04-02,280,BI Analyst,Delhi,457879,1188801,823340,Capgemini,Consulting,133,2,Bangalore,Applied
1188,2026-04-02,102,Data Scientist,Delhi,593365,1452433,1022899,Capgemini,IT,34,0,Pune,Rejected
1189,2026-04-02,228,BI Analyst,Delhi,519142,1022361,770751,Microsoft,Consulting,160,4,Hyderabad,Hired
1190,2026-04-02,128,SQL Developer,Mumbai,681975,1275684,978829,Capgemini,Consulting,121,5,Delhi,Applied
1191,2026-04-02,97,SQL Developer,Pune,680632,1366685,1023658,Deloitte,Consulting,138,0,Hyderabad,Applied
1192,2026-04-02,46,Business Analyst,Bangalore,560943,1242358,901650,Infosys,Analytics,128,7,Mumbai,Hired
1193,2026-04-02,183,BI Analyst,Bangalore,591304,940312,765808,Accenture,Analytics,81,2,Hyderabad,Hired
1194,2026-04-02,119,Data Analyst,Bangalore,598473,1422851,1010662,Microsoft,Consulting,37,6,Hyderabad,Rejected
1195,2026-04-02,238,SQL Developer,Pune,710081,1463324,1086702,Cognizant,Finance,139,1,Hyderabad,Rejected
1196,2026-04-02,30,Data Scientist,Mumbai,574433,930713,752573,Cognizant,Finance,161,5,Pune,Rejected
1197,2026-04-02,247,SQL Developer,Mumbai,571307,1401542,986424,Cognizant,Analytics,39,8,Mumbai,Shortlisted
1198,2026-04-02,28,Data Analyst,Bangalore,619424,1120642,870033,Infosys,Finance,11,6,Hyderabad,Applied
1199,2026-04-02,167,Data Analyst,Mumbai,454236,961762,707999,Cognizant,Consulting,5,5,Bangalore,Hired
1200,2026-04-02,94,SQL Developer,Pune,561377,1025145,793261,Microsoft,Consulting,54,0,Delhi,Applied
1201,2026-04-02,199,Data Scientist,Pune,450891,1192563,821727,Deloitte,Analytics,91,7,Delhi,Hired
1202,2026-04-02,278,Data Analyst,Bangalore,471157,985233,728195,Amazon,Consulting,104,3,Delhi,Interview
1203,2026-04-02,241,BI Analyst,Mumbai,572655,1229597,901126,Accenture,Analytics,41,5,Delhi,Interview
1204,2026-04-02,81,Data Analyst,Hyderabad,616834,1410691,1013762,Microsoft,Analytics,2,1,Pune,Hired
1205,2026-04-02,196,Business Analyst,Mumbai,652855,1006762,829808,Google,IT,53,1,Mumbai,Hired
1206,2026-04-02,4,BI Analyst,Hyderabad,693010,1187770,940390,Capgemini,Consulting,143,3,Mumbai,Interview
1207,2026-04-02,172,BI Analyst,Pune,655484,1058850,857167,Accenture,Finance,169,2,Hyderabad,Interview
1208,2026-04-02,145,Data Analyst,Bangalore,719791,980953,850372,Google,Analytics,6,5,Mumbai,Hired
1209,2026-04-02,44,Data Analyst,Delhi,461275,986440,723857,Deloitte,Consulting,195,2,Mumbai,Applied
1210,2026-04-02,112,Business Analyst,Mumbai,414953,927778,671365,Wipro,Ecommerce,44,7,Bangalore,Hired
1211,2026-04-02,212,BI Analyst,Pune,760054,1314410,1037232,Capgemini,Consulting,112,3,Bangalore,Hired
1212,2026-04-02,150,Data Scientist,Bangalore,676482,1335335,1005908,Wipro,Ecommerce,85,0,Hyderabad,Rejected
1213,2026-04-02,87,Business Analyst,Mumbai,514173,1143827,829000,Infosys,Finance,19,5,Pune,Hired
1214,2026-04-02,73,SQL Developer,Pune,719231,1276180,997705,Deloitte,Analytics,57,0,Mumbai,Hired
1215,2026-04-02,128,SQL Developer,Mumbai,681975,1275684,978829,Capgemini,Consulting,150,7,Delhi,Hired
1216,2026-04-02,113,Data Scientist,Hyderabad,620432,1478190,1049311,Deloitte,Analytics,85,0,Hyderabad,Applied
1217,2026-04-02,14,Business Analyst,Delhi,519939,958940,739439,Microsoft,Analytics,60,5,Mumbai,Interview
1218,2026-04-02,81,Data Analyst,Hyderabad,616834,1410691,1013762,Microsoft,Analytics,30,2,Mumbai,Hired
1219,2026-04-02,187,Data Analyst,Pune,762695,1093851,928273,Cognizant,IT,69,6,Pune,Applied
1220,2026-04-02,233,BI Analyst,Mumbai,687169,1125541,906355,Cognizant,Analytics,138,0,Hyderabad,Hired
1221,2026-04-02,175,Data Analyst,Bangalore,664565,1247688,956126,Cognizant,Analytics,57,0,Mumbai,Hired
1222,2026-04-02,9,SQL Developer,Hyderabad,481959,1136092,809025,Capgemini,Consulting,169,2,Hyderabad,Applied
1223,2026-04-02,93,Data Scientist,Bangalore,416825,1030299,723562,Deloitte,Analytics,44,7,Bangalore,Shortlisted
1224,2026-04-02,103,Business Analyst,Bangalore,760093,926050,843071,Capgemini,Consulting,57,0,Mumbai,Rejected
1225,2026-04-02,123,Data Scientist,Delhi,705891,993851,849871,Cognizant,Consulting,92,4,Pune,Shortlisted
1226,2026-04-02,192,BI Analyst,Mumbai,700404,1351325,1025864,Amazon,Finance,64,7,Hyderabad,Interview
1227,2026-04-02,113,Data Scientist,Hyderabad,620432,1478190,1049311,Deloitte,Analytics,183,3,Pune,Rejected
1228,2026-04-02,168,SQL Developer,Pune,694811,1208931,951871,Cognizant,Consulting,113,3,Bangalore,Hired
1229,2026-04-02,159,SQL Developer,Delhi,432561,1266179,849370,Amazon,IT,81,2,Hyderabad,Rejected
1230,2026-04-02,280,BI Analyst,Delhi,457879,1188801,823340,Capgemini,Consulting,72,7,Hyderabad,Applied
1231,2026-04-02,260,BI Analyst,Hyderabad,566229,1313316,939772,TCS,Finance,188,1,Hyderabad,Rejected
1232,2026-04-02,50,Data Scientist,Bangalore,780866,1218362,999614,Amazon,Finance,187,7,Hyderabad,Interview
1233,2026-04-02,280,BI Analyst,Delhi,457879,1188801,823340,Capgemini,Consulting,154,2,Pune,Hired
1234,2026-04-02,192,BI Analyst,Mumbai,700404,1351325,1025864,Amazon,Finance,74,0,Mumbai,Interview
1235,2026-04-02,12,SQL Developer,Hyderabad,690328,1052327,871327,Cognizant,Analytics,150,7,Delhi,Interview
1236,2026-04-02,283,Business Analyst,Delhi,749895,1050191,900043,Infosys,Consulting,22,3,Delhi,Rejected
1237,2026-04-02,139,Data Analyst,Mumbai,590555,990852,790703,Deloitte,Analytics,131,7,Hyderabad,Shortlisted
1238,2026-04-02,243,Data Analyst,Bangalore,412064,1124415,768239,Capgemini,Consulting,7,7,Mumbai,Hired
1239,2026-04-02,139,Data Analyst,Mumbai,590555,990852,790703,Deloitte,Analytics,5,5,Bangalore,Shortlisted
1240,2026-04-02,298,Data Scientist,Hyderabad,530931,1422867,976899,Cognizant,Consulting,183,3,Pune,Shortlisted
1241,2026-04-02,80,Business Analyst,Hyderabad,704373,1375939,1040156,Cognizant,Analytics,173,5,Bangalore,Rejected
1242,2026-04-02,113,Data Scientist,Hyderabad,620432,1478190,1049311,Deloitte,Analytics,138,0,Hyderabad,Interview
1243,2026-04-02,17,Data Scientist,Bangalore,720751,1007742,864246,Accenture,Consulting,37,6,Hyderabad,Rejected
1244,2026-04-02,115,Business Analyst,Mumbai,767044,1062633,914838,Capgemini,Consulting,148,5,Delhi,Shortlisted
1245,2026-04-02,46,Business Analyst,Bangalore,560943,1242358,901650,Infosys,Analytics,72,7,Hyderabad,Interview
